Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Jace Peterson,31,46,MLB-NL,Milwaukee,10,28,24,3,5,0,0,2,4,4,0,9,0,0,0,0,0,0,0.208,0.321,0.458,0.78,Jace,Peterson,Peterson,607054
Tommy Pham,33,0,MLB-NL,San Diego,57,204,166,21,37,3,2,4,18,34,0,42,2,0,2,1,8,2,0.223,0.358,0.337,0.695,Tommy,Pham,Pham,502054
Brett Phillips,27,0,MLB-AL,Tampa Bay,47,131,112,15,25,6,0,3,15,16,0,54,0,2,1,0,7,2,0.223,0.318,0.357,0.675,Brett,Phillips,Phillips,621433
Kevin Pillar,32,1,MLB-NL,New York,34,106,101,12,25,3,1,2,9,3,0,23,2,0,0,0,2,2,0.248,0.283,0.356,0.639,Kevin,Pillar,Pillar,607680
Manny Pina,34,0,MLB-NL,Milwaukee,25,68,56,6,9,1,0,4,8,10,0,11,1,0,1,1,0,0,0.161,0.294,0.393,0.687,Manny,Pina,Pina,444489
Chad Pinder,29,0,MLB-AL,Oakland,22,76,72,11,16,7,0,3,6,4,0,24,0,0,0,1,0,0,0.222,0.263,0.444,0.708,Chad,Pinder,Pinder,640461
Michael Pineda,32,63,MLB-AL,Minnesota,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Michael,Pineda,Pineda,501381
Stephen Piscotty,30,1,MLB-AL,Oakland,46,132,120,11,26,6,0,4,11,11,0,31,1,0,0,2,1,0,0.217,0.288,0.367,0.655,Stephen,Piscotty,Piscotty,572039
Nick Pivetta,28,39,MLB-AL,Boston,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Nick,Pivetta,Pivetta,601713
Kevin Plawecki,30,3,MLB-AL,Boston,20,59,53,5,13,3,0,1,3,4,0,9,1,1,0,1,0,0,0.245,0.31,0.358,0.669,Kevin,Plawecki,Plawecki,608700
Gregory Polanco,29,0,MLB-NL,Pittsburgh,47,181,159,17,33,6,1,5,17,17,1,57,0,0,5,0,5,0,0.208,0.276,0.352,0.628,Gregory,Polanco,Polanco,570256
Jorge Polanco,27,0,MLB-AL,Minnesota,54,223,198,29,48,13,1,6,24,20,0,39,2,0,3,0,3,1,0.242,0.314,0.409,0.723,Jorge,Polanco,Polanco,593871
AJ Pollock,33,0,MLB-NL,Los Angeles,35,112,103,14,28,5,0,4,18,8,2,26,1,0,0,1,2,0,0.272,0.33,0.437,0.767,AJ,Pollock,Pollock,572041
Daniel Ponce de Leon,29,15,MLB-NL,St. Louis,2,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Daniel,Ponce,Leon,594965
Cody Ponce,27,12,MLB-NL,Pittsburgh,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Cody,Ponce,Ponce,664074
Zach Pop,24,23,MLB-NL,Miami,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,Zach,Pop,Pop,647315
Sean Poppen,27,39,MLB-NL,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sean,Poppen,Poppen,664092
Buster Posey,34,0,MLB-NL,San Francisco,40,163,144,27,48,6,0,10,22,18,3,27,1,0,0,4,0,0,0.333,0.411,0.583,0.994,Buster,Posey,Posey,457763
Cody Poteet,26,2,MLB-NL,Miami,5,9,9,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0.111,0.111,0.111,0.222,Cody,Poteet,Poteet,547001
David Price,35,14,MLB-NL,Los Angeles,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,David,Price,Price,456034
Jurickson Profar,28,0,MLB-NL,San Diego,54,211,180,28,41,6,1,1,17,26,1,34,1,1,2,1,9,1,0.228,0.325,0.289,0.614,Jurickson,Profar,Profar,595777
Albert Pujols,41,0,"MLB-NL,MLB-AL",Los Angeles,40,144,134,14,28,2,0,9,24,6,1,22,4,0,0,1,1,0,0.209,0.264,0.425,0.689,Albert,Pujols,Pujols,405395
Roman Quinn,28,8,MLB-NL,Philadelphia,28,62,52,8,9,2,2,0,2,6,0,19,4,0,0,0,4,3,0.173,0.306,0.288,0.595,Roman,Quinn,Quinn,596451
Luke Raley,26,17,MLB-NL,Los Angeles,23,50,44,3,8,1,0,1,2,2,1,16,4,0,0,1,0,0,0.182,0.28,0.273,0.553,Luke,Raley,Raley,670042
Harold Ramirez,26,0,MLB-AL,Cleveland,31,104,97,13,27,7,1,3,13,4,1,12,3,0,0,2,2,0,0.278,0.327,0.464,0.791,Harold,Ramirez,Ramirez,623912
Jose Ramirez,28,0,MLB-AL,Cleveland,57,233,202,39,53,12,1,13,31,25,3,32,3,0,3,3,6,1,0.262,0.348,0.525,0.872,Jose,Ramirez,Ramirez,542432
Nick Ramirez,31,39,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Nick,Ramirez,Ramirez,598286
Wilson Ramos,33,14,MLB-AL,Detroit,35,128,120,12,24,5,0,6,13,6,0,29,0,0,0,0,0,0,0.2,0.238,0.392,0.63,Wilson,Ramos,Ramos,467092
Drew Rasmussen,25,44,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Drew,Rasmussen,Rasmussen,656876
Corey Ray,26,43,MLB-NL,Milwaukee,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.333,0.0,0.333,Corey,Ray,Ray,641999
Robbie Ray,29,26,MLB-AL,Toronto,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Robbie,Ray,Ray,592662
J.T. Realmuto,30,0,MLB-NL,Philadelphia,42,161,132,21,39,8,1,5,23,22,1,38,5,0,2,0,4,2,0.295,0.41,0.485,0.895,J. T.,Realmuto,Realmuto,592663
Josh Reddick,34,0,MLB-NL,Arizona,17,60,58,5,19,8,0,0,7,2,0,11,0,0,0,0,0,0,0.328,0.35,0.466,0.816,Josh,Reddick,Reddick,502210
Rob Refsnyder,30,6,MLB-AL,Minnesota,16,55,50,10,16,3,0,2,9,4,0,15,0,0,1,0,0,0,0.32,0.364,0.5,0.864,Rob,Refsnyder,Refsnyder,608701
Sean Reid-Foley,25,20,MLB-NL,New York,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,Sean,Reid-Foley,Reid-Foley,656887
Anthony Rendon,31,0,MLB-AL,Los Angeles,38,161,144,15,34,7,0,3,22,15,0,24,1,0,1,2,0,0,0.236,0.311,0.347,0.658,Anthony,Rendon,Rendon,543685
Hunter Renfroe,29,0,MLB-AL,Boston,49,185,171,29,46,12,0,7,24,12,0,46,0,0,2,1,0,1,0.269,0.314,0.462,0.776,Hunter,Renfroe,Renfroe,592669
Luis Rengifo,24,43,MLB-AL,Los Angeles,4,15,14,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.071,0.133,0.071,0.205,Luis,Rengifo,Rengifo,650859
Franmil Reyes,25,15,MLB-AL,Cleveland,40,158,144,21,37,9,2,11,29,12,1,48,1,0,1,0,1,0,0.257,0.316,0.576,0.893,Franmil,Reyes,Reyes,614177
Pablo Reyes,27,18,MLB-NL,Milwaukee,18,37,37,4,10,2,0,0,1,0,0,8,0,0,0,1,1,0,0.27,0.27,0.324,0.595,Pablo,Reyes,Reyes,622569
Victor Reyes,26,5,MLB-AL,Detroit,27,86,83,9,13,4,1,1,4,3,0,25,0,0,0,0,2,0,0.157,0.186,0.265,0.451,Victor,Reyes,Reyes,622682
Bryan Reynolds,26,0,MLB-NL,Pittsburgh,56,236,202,34,58,17,0,8,27,31,2,51,3,0,0,2,0,1,0.287,0.39,0.49,0.88,Bryan,Reynolds,Reynolds,668804
Garrett Richards,33,40,MLB-AL,Boston,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Garrett,Richards,Richards,572070
JT Riddle,29,47,MLB-AL,Minnesota,4,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,JT,Riddle,Riddle,595375
Austin Riley,24,1,MLB-NL,Atlanta,56,218,187,31,57,9,0,10,25,22,2,62,6,0,3,0,0,0,0.305,0.39,0.513,0.903,Austin,Riley,Riley,663586
Edwin Rios,27,33,MLB-NL,Los Angeles,25,60,51,4,4,0,0,1,1,7,0,18,2,0,0,2,0,0,0.078,0.217,0.137,0.354,Edwin,Rios,Rios,621458
Webster Rivas,30,0,MLB-NL,San Diego,5,19,17,1,4,0,0,1,1,2,0,3,0,0,0,0,0,0,0.235,0.316,0.412,0.728,Webster,Rivas,Rivas,593590
Rene Rivera,37,0,MLB-AL,Cleveland,12,32,28,2,7,2,0,0,2,1,0,11,0,3,0,0,0,0,0.25,0.276,0.321,0.597,Rene,Rivera,Rivera,425784
Sebastian Rivero,22,26,MLB-AL,Kansas City,2,6,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sebastian,Rivero,Rivero,665861
Anthony Rizzo,31,0,MLB-NL,Chicago,52,216,184,23,47,11,2,5,22,26,2,25,3,0,3,1,4,0,0.255,0.352,0.418,0.77,Anthony,Rizzo,Rizzo,519203
Luis Robert,23,35,MLB-AL,Chicago,25,103,95,11,30,9,1,1,8,7,0,28,0,0,1,0,4,1,0.316,0.359,0.463,0.822,Luis,Robert,Robert,673357
Daniel Robertson,27,0,MLB-NL,Milwaukee,29,56,48,7,7,2,0,2,2,6,1,17,1,1,0,0,0,0,0.146,0.255,0.313,0.567,Daniel,Robertson,Robertson,621002
Victor Robles,24,0,MLB-NL,Washington,46,158,134,15,30,9,1,0,6,16,2,37,7,1,0,0,6,3,0.224,0.338,0.306,0.644,Victor,Robles,Robles,645302
Brendan Rodgers,24,0,MLB-NL,Colorado,14,49,43,1,11,1,0,1,8,2,0,9,3,0,1,0,0,0,0.256,0.327,0.349,0.675,Brendan,Rodgers,Rodgers,663898
Eduardo Rodriguez,28,14,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Eduardo,Rodriguez,Rodriguez,593958
Jake Rogers,26,1,MLB-AL,Detroit,13,41,38,2,8,1,0,1,3,2,0,16,0,1,0,0,1,0,0.211,0.25,0.316,0.566,Jake,Rogers,Rogers,668670
Trevor Rogers,23,1,MLB-NL,Miami,12,23,21,0,2,0,0,0,0,0,0,11,0,2,0,0,0,0,0.095,0.095,0.095,0.19,Trevor,Rogers,Rogers,669432
Jose Rojas,28,2,MLB-AL,Los Angeles,43,130,121,18,23,12,0,3,8,8,0,35,1,0,0,1,2,0,0.19,0.246,0.364,0.61,Jose,Rojas,Rojas,670351
Josh Rojas,27,0,MLB-NL,Arizona,56,211,186,29,48,12,1,7,17,22,0,55,0,0,1,1,2,0,0.258,0.335,0.446,0.781,Josh,Rojas,Rojas,668942
Miguel Rojas,32,10,MLB-NL,Miami,47,192,171,32,47,14,2,3,16,17,0,28,4,0,0,1,4,1,0.275,0.354,0.433,0.787,Miguel,Rojas,Rojas,500743
Sal Romano,27,33,MLB-NL,Cincinnati,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sal,Romano,Romano,607219
Austin Romine,32,42,MLB-NL,Chicago,6,9,9,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0.111,0.111,0.222,0.333,Austin,Romine,Romine,519222
Jose Rondon,27,0,MLB-NL,St. Louis,7,21,18,3,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0.222,0.333,0.222,0.556,Jose,Rondon,Rondon,602922
Brent Rooker,26,39,MLB-AL,Minnesota,8,30,29,1,3,1,0,1,2,1,0,13,0,0,0,0,0,0,0.103,0.133,0.241,0.375,Brent,Rooker,Rooker,667670
Ben Rortvedt,23,2,MLB-AL,Minnesota,15,37,34,2,5,0,0,1,3,2,0,15,1,0,0,0,0,0,0.147,0.216,0.235,0.452,Ben,Rortvedt,Rortvedt,666163
Amed Rosario,25,0,MLB-AL,Cleveland,50,187,171,25,42,5,3,4,17,15,0,36,1,0,0,3,5,0,0.246,0.31,0.38,0.69,Amed,Rosario,Rosario,642708
Eddie Rosario,29,0,MLB-AL,Cleveland,54,214,196,19,46,8,1,4,30,14,0,35,1,2,1,0,6,1,0.235,0.288,0.347,0.635,Eddie,Rosario,Rosario,592696
Joe Ross,28,0,MLB-NL,Washington,11,19,18,1,6,0,0,0,3,0,0,7,0,1,0,0,0,0,0.333,0.333,0.333,0.667,Joe,Ross,Ross,605452
Darin Ruf,34,11,MLB-NL,San Francisco,43,100,82,17,20,4,0,6,15,16,2,29,1,0,1,2,1,0,0.244,0.37,0.512,0.882,Darin,Ruf,Ruf,573131
Jose Ruiz,26,33,MLB-AL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jose,Ruiz,Ruiz,614179
Keibert Ruiz,22,21,MLB-NL,Los Angeles,6,7,7,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0.143,0.143,0.571,0.714,Keibert,Ruiz,Ruiz,660688
Rio Ruiz,27,22,MLB-AL,Baltimore,32,101,90,10,15,3,0,3,6,9,0,29,1,1,0,0,2,0,0.167,0.25,0.3,0.55,Rio,Ruiz,Ruiz,547004
Kyle Ryan,29,44,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Kyle,Ryan,Ryan,594986
Hyun Jin Ryu,34,25,MLB-AL,Toronto,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Hyun,Jin,Ryu,547943
Aaron Sanchez,28,33,MLB-NL,San Francisco,6,9,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Aaron,Sanchez,Sanchez,592717
Ali Sanchez,24,32,MLB-NL,St. Louis,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,Ali,Sanchez,Sanchez,645305
Gary Sanchez,28,0,MLB-AL,New York,43,163,138,16,29,6,0,6,15,22,2,47,3,0,0,2,0,0,0.21,0.331,0.384,0.715,Gary,Sanchez,Sanchez,596142
Pablo Sandoval,34,0,MLB-NL,Atlanta,42,59,51,9,12,0,0,4,10,7,0,18,1,0,0,1,0,0,0.235,0.339,0.471,0.81,Pablo,Sandoval,Sandoval,467055
Miguel Sano,28,0,MLB-AL,Minnesota,44,172,149,20,24,4,0,11,28,21,0,67,1,0,1,0,0,0,0.161,0.267,0.409,0.677,Miguel,Sano,Sano,593934
Carlos Santana,35,0,MLB-AL,Kansas City,57,242,193,34,47,4,0,10,36,43,1,36,2,0,4,1,2,0,0.244,0.38,0.42,0.8,Carlos,Santana,Santana,467793
Danny Santana,30,0,MLB-AL,Boston,13,44,40,2,5,0,1,2,3,3,0,12,1,0,0,0,1,0,0.125,0.205,0.325,0.53,Danny,Santana,Santana,542454
Dennis Santana,25,21,MLB-NL,Los Angeles,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Dennis,Santana,Santana,642701
Anthony Santander,26,0,MLB-AL,Baltimore,32,129,119,12,32,9,0,3,15,4,0,30,2,1,3,0,0,0,0.269,0.297,0.42,0.717,Anthony,Santander,Santander,623993
Scott Schebler,30,34,MLB-AL,Los Angeles,11,27,27,2,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0.148,0.148,0.259,0.407,Scott,Schebler,Schebler,594988
Max Scherzer,36,2,MLB-NL,Washington,10,23,21,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0.0,0.0,0.0,0.0,Max,Scherzer,Scherzer,453286
Jonathan Schoop,29,0,MLB-AL,Detroit,56,229,210,23,54,7,1,9,26,15,0,52,2,0,2,2,0,0,0.257,0.31,0.429,0.739,Jonathan,Schoop,Schoop,570731
Max Schrock,26,6,MLB-NL,Cincinnati,12,31,30,3,8,3,1,1,3,1,0,8,0,0,0,0,0,0,0.267,0.29,0.533,0.824,Max,Schrock,Schrock,621011
Kyle Schwarber,28,0,MLB-NL,Washington,48,203,180,20,40,8,0,9,25,19,1,59,4,0,0,1,1,1,0.222,0.31,0.417,0.727,Kyle,Schwarber,Schwarber,656941
Corey Seager,27,22,MLB-NL,Los Angeles,37,169,147,20,39,7,2,4,22,19,1,29,3,0,0,2,1,0,0.265,0.361,0.422,0.783,Corey,Seager,Seager,608369
Kyle Seager,33,0,MLB-AL,Seattle,61,252,227,22,49,14,1,11,36,19,1,61,3,0,3,0,2,0,0.216,0.282,0.432,0.713,Kyle,Seager,Seager,572122
Jean Segura,31,1,MLB-NL,Philadelphia,42,169,156,22,50,9,1,3,12,10,1,23,2,0,1,3,6,0,0.321,0.367,0.449,0.816,Jean,Segura,Segura,516416
Sam Selman,30,14,MLB-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Sam,Selman,Selman,572125
Marcus Semien,30,0,MLB-AL,Toronto,57,255,228,39,67,13,1,13,32,25,0,63,1,0,1,0,8,0,0.294,0.365,0.531,0.895,Marcus,Semien,Semien,543760
Antonio Senzatela,26,4,MLB-NL,Colorado,11,19,14,1,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0.0,0.0,0.0,0.0,Antonio,Senzatela,Senzatela,622608
Nick Senzel,26,20,MLB-NL,Cincinnati,36,124,111,18,28,4,0,1,8,12,0,16,0,0,1,0,2,5,0.252,0.323,0.315,0.638,Nick,Senzel,Senzel,669222
Pedro Severino,27,1,MLB-AL,Baltimore,40,152,138,10,32,5,0,2,8,14,1,34,0,0,0,1,0,0,0.232,0.303,0.312,0.614,Pedro,Severino,Severino,600474
Travis Shaw,31,0,MLB-NL,Milwaukee,54,196,173,14,33,7,0,6,26,19,0,48,3,0,1,0,0,0,0.191,0.281,0.335,0.616,Travis,Shaw,Shaw,543768
Justus Sheffield,25,15,MLB-AL,Seattle,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Justus,Sheffield,Sheffield,656954
Zack Short,26,2,MLB-AL,Detroit,5,16,11,2,3,0,0,0,0,5,0,6,0,0,0,0,1,0,0.273,0.5,0.273,0.773,Zack,Short,Short,670097
Magneuris Sierra,25,0,MLB-NL,Miami,46,92,83,12,20,2,0,0,0,9,4,19,0,0,0,1,4,0,0.241,0.315,0.265,0.58,Magneuris,Sierra,Sierra,642423
Andrelton Simmons,31,0,MLB-AL,Minnesota,44,165,147,17,38,5,0,2,13,17,0,30,1,0,0,2,0,0,0.259,0.339,0.333,0.673,Andrelton,Simmons,Simmons,592743
Lucas Sims,27,41,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Lucas,Sims,Sims,608371
Chance Sisco,26,8,MLB-AL,Baltimore,23,73,65,4,10,2,0,0,3,6,0,18,2,0,0,0,0,0,0.154,0.247,0.185,0.431,Chance,Sisco,Sisco,642082
Austin Slater,28,0,MLB-NL,San Francisco,51,148,130,18,29,2,1,7,17,18,0,49,0,0,0,1,7,2,0.223,0.318,0.415,0.733,Austin,Slater,Slater,596103
Caleb Smith,29,0,MLB-NL,Arizona,5,5,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.2,0.0,0.2,Caleb,Smith,Smith,592761
Dominic Smith,26,0,MLB-NL,"New York,Miami",50,190,169,14,44,7,0,4,20,15,2,45,4,0,2,0,2,1,0.26,0.332,0.373,0.704,Dominic,Smith,Smith,642086
Kevan Smith,33,1,"MLB-AL,MLB-NL","Tampa Bay,Atlanta",7,17,15,4,4,0,0,0,1,1,0,7,0,0,0,0,0,0,0.267,0.313,0.267,0.579,Kevan,Smith,Smith,607345
Pavin Smith,25,0,MLB-NL,Arizona,58,231,212,34,61,13,3,5,21,16,0,36,2,0,1,2,1,0,0.288,0.342,0.448,0.79,Pavin,Smith,Smith,656976
Riley Smith,26,4,MLB-NL,Arizona,7,11,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Riley,Smith,Smith,642092
Will Smith,26,0,MLB-NL,Los Angeles,48,181,153,28,41,10,1,5,19,21,2,32,4,0,3,2,1,0,0.268,0.365,0.444,0.809,Will,Smith,Smith,519293
Drew Smyly,32,4,MLB-NL,Atlanta,8,14,13,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0.077,0.077,0.077,0.154,Drew,Smyly,Smyly,592767
Blake Snell,28,2,MLB-NL,San Diego,10,13,12,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0.083,0.083,0.083,0.167,Blake,Snell,Snell,605483
Eric Sogard,35,0,MLB-NL,Chicago,53,120,110,15,27,3,1,1,10,8,1,21,0,0,2,1,2,0,0.245,0.292,0.318,0.61,Eric,Sogard,Sogard,519299
Nick Solak,26,0,MLB-AL,Texas,61,255,228,36,54,9,2,8,24,16,0,67,9,0,2,1,2,2,0.237,0.31,0.399,0.709,Nick,Solak,Solak,669256
Donovan Solano,33,0,MLB-NL,San Francisco,32,111,100,13,27,5,0,2,12,6,0,22,1,0,4,2,1,0,0.27,0.306,0.38,0.686,Donovan,Solano,Solano,456781
Jorge Soler,29,1,MLB-AL,Kansas City,53,208,178,18,31,11,0,4,24,19,0,63,3,0,3,0,0,0,0.174,0.261,0.303,0.564,Jorge,Soler,Soler,624585
Edmundo Sosa,25,0,MLB-NL,St. Louis,35,95,81,11,21,3,1,1,5,6,1,18,8,0,0,1,2,3,0.259,0.368,0.358,0.726,Edmundo,Sosa,Sosa,624641
Juan Soto,22,0,MLB-NL,Washington,46,194,158,29,44,4,1,7,25,35,5,29,0,0,1,2,1,4,0.278,0.407,0.449,0.857,Juan,Soto,Soto,665742
George Springer,31,35,MLB-AL,Toronto,4,18,15,3,3,0,0,2,3,2,0,4,0,0,0,0,1,0,0.2,0.294,0.6,0.894,George,Springer,Springer,543807
Jacob Stallings,31,1,MLB-NL,Pittsburgh,44,165,144,14,35,11,1,4,25,20,0,35,1,0,0,1,0,0,0.243,0.339,0.417,0.756,Jacob,Stallings,Stallings,607732
Craig Stammen,37,26,MLB-NL,San Diego,4,4,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.333,0.333,0.333,0.667,Craig,Stammen,Stammen,489334
Giancarlo Stanton,31,0,MLB-AL,New York,41,172,155,16,39,6,0,9,24,17,1,52,0,0,0,2,0,0,0.252,0.326,0.465,0.79,Giancarlo,Stanton,Stanton,519317
Max Stassi,30,0,MLB-AL,Los Angeles,15,45,40,7,11,1,0,2,3,5,0,13,0,0,0,0,0,0,0.275,0.356,0.45,0.806,Max,Stassi,Stassi,545358
Justin Steele,25,17,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Justin,Steele,Steele,657006
Tyler Stephenson,24,0,MLB-NL,Cincinnati,45,140,122,19,32,6,0,3,13,15,1,26,3,0,0,4,0,0,0.262,0.357,0.385,0.742,Tyler,Stephenson,Stephenson,663886
Andrew Stevenson,27,0,MLB-NL,Washington,48,101,90,14,21,2,0,2,10,6,0,31,2,2,1,1,0,1,0.233,0.293,0.322,0.615,Andrew,Stevenson,Stevenson,664057
DJ Stewart,27,0,MLB-AL,Baltimore,45,154,131,19,30,5,0,6,19,21,0,37,2,0,0,1,0,0,0.229,0.344,0.405,0.749,DJ,Stewart,Stewart,621466
Kohl Stewart,26,1,MLB-NL,Chicago,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Kohl,Stewart,Stewart,640464
Troy Stokes Jr.,25,21,MLB-NL,Pittsburgh,8,20,18,2,2,1,0,0,2,1,0,5,1,0,0,0,1,0,0.111,0.2,0.167,0.367,Troy,Stokes,Jr.,657011
Trevor Story,28,10,MLB-NL,Colorado,50,205,184,26,47,12,2,5,23,18,2,46,1,0,2,1,8,4,0.255,0.322,0.424,0.746,Trevor,Story,Story,596115
Stephen Strasburg,32,5,MLB-NL,Washington,5,7,5,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0.2,0.333,0.4,0.733,Stephen,Strasburg,Strasburg,544931
Chris Stratton,30,2,MLB-NL,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Chris,Stratton,Stratton,608717
Myles Straw,26,0,MLB-AL,Houston,56,214,190,20,46,7,1,0,19,19,0,41,2,1,2,1,7,4,0.242,0.315,0.289,0.604,Myles,Straw,Straw,664702
Ross Stripling,31,24,MLB-AL,Toronto,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Ross,Stripling,Stripling,548389
Marcus Stroman,30,0,MLB-NL,New York,11,24,22,0,2,2,0,0,1,1,0,11,0,1,0,0,0,0,0.091,0.13,0.182,0.312,Marcus,Stroman,Stroman,573186
Garrett Stubbs,28,3,MLB-AL,Houston,3,8,5,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0.2,0.333,0.2,0.533,Garrett,Stubbs,Stubbs,596117
Eugenio Suarez,29,0,MLB-NL,Cincinnati,56,239,216,31,35,7,0,13,30,18,0,74,3,0,2,1,0,0,0.162,0.234,0.375,0.609,Eugenio,Suarez,Suarez,553993
Ranger Suarez,25,1,MLB-NL,Philadelphia,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ranger,Suarez,Suarez,624133
Brent Suter,31,30,MLB-NL,Milwaukee,4,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Brent,Suter,Suter,608718
Kurt Suzuki,37,0,MLB-AL,Los Angeles,32,103,90,6,18,3,0,1,5,6,0,20,4,2,1,1,0,0,0.2,0.277,0.267,0.544,Kurt,Suzuki,Suzuki,435559
Dansby Swanson,27,0,MLB-NL,Atlanta,57,231,210,24,50,12,1,10,27,14,2,65,3,1,3,1,2,3,0.238,0.291,0.448,0.739,Dansby,Swanson,Swanson,621020
Raimel Tapia,27,0,MLB-NL,Colorado,58,237,218,29,61,10,0,5,31,17,2,32,0,0,2,0,5,3,0.28,0.329,0.394,0.724,Raimel,Tapia,Tapia,606132
Fernando Tatis Jr.,22,0,MLB-NL,San Diego,43,181,154,41,45,9,0,17,39,23,4,45,0,0,4,1,13,2,0.292,0.376,0.682,1.058,Fernando,Tatis,Jr.,665487
Mike Tauchman,30,0,"MLB-AL,MLB-NL","New York,San Francisco",45,139,117,17,22,4,0,2,8,20,0,40,1,1,0,0,3,3,0.188,0.312,0.274,0.585,Mike,Tauchman,Tauchman,643565
Leody Taveras,22,44,MLB-AL,Texas,15,50,46,2,4,0,0,0,1,3,0,23,1,0,0,0,2,0,0.087,0.16,0.087,0.247,Leody,Taveras,Taveras,665750
Chris Taylor,30,0,MLB-NL,Los Angeles,54,218,182,44,50,8,3,7,31,30,1,54,6,0,0,2,6,0,0.275,0.394,0.467,0.862,Chris,Taylor,Taylor,621035
