Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Robel Garcia,28,2,MLB-AL,Houston,16,28,26,1,4,0,0,0,2,2,0,10,0,0,0,0,0,0,0.154,0.214,0.154,0.368,Robel,Garcia,Garcia,596825
Rony Garcia,23,6,MLB-AL,Detroit,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rony,Garcia,Garcia,665621
Brett Gardner,37,0,MLB-AL,New York,49,147,126,11,24,5,1,1,4,17,0,38,1,1,2,0,1,0,0.19,0.288,0.27,0.558,Brett,Gardner,Gardner,458731
Kyle Garlick,29,0,MLB-AL,Minnesota,35,102,94,17,23,8,0,5,10,6,0,29,1,0,1,0,1,0,0.245,0.294,0.489,0.783,Kyle,Garlick,Garlick,664247
Braxton Garrett,23,22,MLB-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Braxton,Garrett,Garrett,666129
Mitch Garver,30,5,MLB-AL,Minnesota,41,135,116,17,26,8,0,8,17,19,0,45,0,0,0,0,0,0,0.224,0.333,0.5,0.833,Mitch,Garver,Garver,641598
Kevin Gausman,30,1,MLB-NL,San Francisco,11,26,23,2,4,0,0,0,1,0,0,16,0,3,0,0,0,0,0.174,0.174,0.174,0.348,Kevin,Gausman,Gausman,592332
Kyle Gibson,33,27,MLB-AL,Texas,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Kyle,Gibson,Gibson,502043
Andres Gimenez,22,21,MLB-AL,Cleveland,29,85,78,10,14,4,0,2,5,3,0,25,2,1,1,1,4,0,0.179,0.226,0.308,0.534,Andres,Gimenez,Gimenez,665926
Chris Gittens,27,0,MLB-AL,New York,2,8,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.125,0.0,0.125,Chris,Gittens,Gittens,656467
Tyler Glasnow,27,66,MLB-AL,Tampa Bay,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tyler,Glasnow,Glasnow,607192
Zack Godley,31,39,MLB-NL,Milwaukee,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,Zack,Godley,Godley,643327
Jose Godoy,26,1,MLB-AL,Seattle,10,29,27,1,5,1,0,0,2,2,0,9,0,0,0,0,0,0,0.185,0.241,0.222,0.464,Jose,Godoy,Godoy,608422
Paul Goldschmidt,33,0,MLB-NL,St. Louis,58,247,224,33,56,12,1,7,29,21,0,57,1,0,1,2,3,0,0.25,0.316,0.406,0.722,Paul,Goldschmidt,Goldschmidt,502671
Austin Gomber,27,3,MLB-NL,Colorado,12,25,20,0,1,0,0,0,0,1,0,10,0,4,0,0,0,0,0.05,0.095,0.05,0.145,Austin,Gomber,Gomber,596295
Yan Gomes,33,4,MLB-NL,Washington,35,134,128,16,33,5,1,5,17,4,3,21,2,0,0,0,0,0,0.258,0.291,0.43,0.721,Yan,Gomes,Gomes,543228
Chi Chi Gonzalez,29,2,MLB-NL,Colorado,9,18,15,2,3,1,0,0,0,1,0,6,0,2,0,0,0,0,0.2,0.25,0.267,0.517,Chi,Chi,Gonzalez,592346
Erik Gonzalez,29,0,MLB-NL,Pittsburgh,54,189,181,14,39,6,0,2,17,8,0,30,0,0,0,0,2,0,0.215,0.249,0.282,0.53,Erik,Gonzalez,Gonzalez,570481
Luis Gonzalez,25,38,MLB-AL,Chicago,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Luis,Gonzalez,Gonzalez,114935
Marwin Gonzalez,32,0,MLB-AL,Boston,48,179,158,17,32,12,0,2,15,13,0,42,7,0,1,0,2,0,0.203,0.291,0.316,0.607,Marwin,Gonzalez,Gonzalez,503556
Niko Goodrum,29,0,MLB-AL,Detroit,49,185,165,22,35,4,1,4,12,17,0,69,2,0,1,0,10,3,0.212,0.292,0.321,0.613,Niko,Goodrum,Goodrum,592348
Nick Gordon,25,0,MLB-AL,Minnesota,6,21,20,2,8,0,0,1,2,1,0,5,0,0,0,1,3,0,0.4,0.429,0.55,0.979,Nick,Gordon,Gordon,624503
Phil Gosselin,32,3,MLB-AL,Los Angeles,23,66,62,5,18,5,0,1,8,3,0,19,1,0,0,0,0,1,0.29,0.333,0.419,0.753,Phil,Gosselin,Gosselin,594838
Yasmani Grandal,32,0,MLB-AL,Chicago,41,159,111,27,17,2,0,9,21,45,0,41,0,1,2,1,0,0,0.153,0.392,0.414,0.807,Yasmani,Grandal,Grandal,518735
Jon Gray,29,8,MLB-NL,Colorado,11,22,22,1,4,0,0,0,2,0,0,14,0,0,0,0,0,0,0.182,0.182,0.182,0.364,Jon,Gray,Gray,592351
Sonny Gray,31,5,MLB-NL,Cincinnati,9,16,15,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0.067,0.125,0.067,0.192,Sonny,Gray,Gray,543243
Didi Gregorius,31,25,MLB-NL,Philadelphia,32,128,118,10,27,4,0,4,22,5,1,26,2,0,3,2,1,0,0.229,0.266,0.364,0.63,Didi,Gregorius,Gregorius,544369
Grayson Greiner,28,26,MLB-AL,Detroit,14,39,38,1,9,1,0,1,5,1,0,16,0,0,0,0,0,0,0.237,0.256,0.342,0.599,Grayson,Greiner,Greiner,606988
Randal Grichuk,29,0,MLB-AL,Toronto,57,228,216,28,61,14,0,12,43,10,0,48,1,0,1,2,0,2,0.282,0.316,0.514,0.83,Randal,Grichuk,Grichuk,545341
Trent Grisham,24,16,MLB-NL,San Diego,35,154,136,23,41,7,2,6,14,18,0,40,0,0,0,0,7,1,0.301,0.383,0.515,0.898,Trent,Grisham,Grisham,663757
Robbie Grossman,31,1,MLB-AL,Detroit,56,248,203,28,46,9,2,6,25,37,1,60,3,0,5,0,8,2,0.227,0.347,0.379,0.726,Robbie,Grossman,Grossman,543257
Robert Gsellman,27,4,MLB-NL,New York,4,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.0,0.2,0.0,0.2,Robert,Gsellman,Gsellman,607229
Vladimir Guerrero Jr.,22,0,MLB-AL,Toronto,57,243,204,44,68,11,1,18,47,34,5,36,4,0,1,1,1,0,0.333,0.436,0.662,1.098,Vladimir,Guerrero,Jr.,665489
Luis Guillorme,26,42,MLB-NL,"New York,Miami",15,23,18,2,6,0,0,0,0,5,0,1,0,0,0,0,0,0,0.333,0.478,0.333,0.812,Luis,Guillorme,Guillorme,641645
Lourdes Gurriel Jr.,27,0,MLB-AL,Toronto,52,205,193,19,50,9,0,5,20,6,0,41,1,1,4,2,1,1,0.259,0.279,0.383,0.663,Lourdes,Gurriel,Jr.,666971
Yuli Gurriel,37,0,MLB-AL,Houston,54,229,197,27,64,16,0,8,41,26,1,21,1,0,5,2,1,1,0.325,0.397,0.528,0.925,Yuli,Gurriel,Gurriel,493329
Kelvin Gutierrez,26,0,MLB-AL,Kansas City,19,70,69,7,18,3,1,0,3,1,0,14,0,0,0,0,0,0,0.261,0.271,0.333,0.605,Kelvin,Gutierrez,Gutierrez,642721
Vladimir Gutiérrez,25,3,MLB-NL,Cincinnati,2,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Vladimir,Gutiérrez,Gutiérrez,661269
Ronald Guzman,26,55,MLB-AL,Texas,7,17,16,1,1,0,0,1,1,1,0,6,0,0,0,0,0,0,0.063,0.118,0.25,0.368,Ronald,Guzman,Guzman,608597
Eric Haase,28,0,MLB-AL,Detroit,19,74,68,14,18,3,1,7,11,5,0,25,1,0,0,0,0,0,0.265,0.324,0.647,0.971,Eric,Haase,Haase,606992
Jake Hager,28,16,MLB-NL,New York,5,8,8,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,0.125,0.125,0.25,Jake,Hager,Hager,606993
Sam Haggerty,27,14,MLB-AL,Seattle,35,94,86,15,16,3,0,2,5,6,0,28,1,1,0,1,5,1,0.186,0.247,0.291,0.538,Sam,Haggerty,Haggerty,664059
Billy Hamilton,30,1,MLB-AL,Chicago,36,75,69,13,15,3,2,2,10,3,0,23,0,2,1,0,5,0,0.217,0.247,0.406,0.652,Billy,Hamilton,Hamilton,571740
Garrett Hampson,26,0,MLB-NL,Colorado,57,213,193,32,47,12,4,5,16,16,1,50,1,1,2,0,11,2,0.244,0.302,0.425,0.727,Garrett,Hampson,Hampson,641658
Mitch Haniger,30,0,MLB-AL,Seattle,58,250,230,39,60,15,1,14,38,17,0,60,0,0,3,0,0,0,0.261,0.308,0.517,0.825,Mitch,Haniger,Haniger,571745
Ian Happ,26,0,MLB-NL,Chicago,47,188,158,19,30,5,0,6,15,26,0,54,3,1,0,1,1,1,0.19,0.316,0.335,0.651,Ian,Happ,Happ,664023
Bryce Harper,28,0,MLB-NL,Philadelphia,40,171,143,27,39,8,0,7,14,25,3,47,3,0,0,0,5,0,0.273,0.392,0.476,0.867,Bryce,Harper,Harper,547180
Josh Harrison,33,0,MLB-NL,Washington,46,187,166,18,44,7,0,4,18,14,0,22,7,0,0,1,2,2,0.265,0.348,0.38,0.727,Josh,Harrison,Harrison,543281
Monte Harrison,25,35,MLB-NL,Miami,3,6,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.2,0.2,0.2,0.4,Monte,Harrison,Harrison,656509
Matt Harvey,32,14,MLB-AL,Baltimore,3,6,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Matt,Harvey,Harvey,518774
Adam Haseley,25,54,MLB-NL,Philadelphia,9,21,21,2,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0.19,0.19,0.238,0.429,Adam,Haseley,Haseley,656514
Ke'Bryan Hayes,24,0,MLB-NL,Pittsburgh,6,26,23,6,8,1,1,2,5,3,0,5,0,0,0,0,0,0,0.348,0.423,0.739,1.162,Ke'Bryan,Hayes,Hayes,663647
Austin Hays,25,14,MLB-AL,Baltimore,32,137,123,24,31,6,2,5,15,10,0,27,2,2,0,0,0,0,0.252,0.319,0.455,0.774,Austin,Hays,Hays,669720
Andrew Heaney,30,5,MLB-AL,Los Angeles,1,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.667,0.5,1.167,Andrew,Heaney,Heaney,571760
Nick Heath,27,21,MLB-NL,Arizona,13,35,31,3,5,1,0,0,1,4,1,11,0,0,0,0,0,1,0.161,0.257,0.194,0.451,Nick,Heath,Heath,670084
Austin Hedges,28,1,MLB-AL,Cleveland,30,98,89,7,13,1,0,3,7,6,1,36,0,3,0,0,0,0,0.146,0.2,0.258,0.458,Austin,Hedges,Hedges,595978
Jonah Heim,26,0,MLB-AL,Texas,27,80,72,7,12,4,0,2,5,6,0,17,0,1,1,0,1,1,0.167,0.228,0.306,0.533,Jonah,Heim,Heim,641680
Scott Heineman,28,0,MLB-NL,Cincinnati,8,12,10,1,1,0,0,1,1,1,0,3,1,0,0,1,0,0,0.1,0.25,0.4,0.65,Scott,Heineman,Heineman,595981
Heath Hembree,32,44,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Heath,Hembree,Hembree,592390
Kyle Hendricks,31,0,MLB-NL,Chicago,11,22,19,2,1,1,0,0,0,0,0,9,0,3,0,0,0,0,0.053,0.053,0.105,0.158,Kyle,Hendricks,Hendricks,543294
Liam Hendriks,32,32,MLB-AL,Chicago,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Liam,Hendriks,Hendriks,521230
Ryan Hendrix,26,17,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ryan,Hendrix,Hendrix,641682
Guillermo Heredia,30,0,MLB-NL,Atlanta,30,108,97,16,26,11,0,2,11,10,2,31,1,0,0,0,0,0,0.268,0.343,0.443,0.786,Guillermo,Heredia,Heredia,628338
Cesar Hernandez,31,0,MLB-AL,Cleveland,56,245,220,31,48,8,1,9,19,24,0,50,1,0,0,0,0,0,0.218,0.298,0.386,0.684,Cesar,Hernandez,Hernandez,514917
Elieser Hernandez,26,3,MLB-NL,Miami,2,3,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0.5,0.5,1.0,Elieser,Hernandez,Hernandez,622694
Enrique Hernandez,29,0,MLB-AL,Boston,45,184,170,27,38,9,1,5,13,11,0,43,2,0,1,0,1,0,0.224,0.277,0.376,0.654,Enrique,Hernandez,Hernandez,571771
Teoscar Hernandez,28,0,MLB-AL,Toronto,41,174,160,23,49,5,0,8,31,14,1,45,0,0,0,0,4,2,0.306,0.362,0.488,0.85,Teoscar,Hernandez,Hernandez,606192
Yadiel Hernández,33,0,MLB-NL,Washington,41,75,68,8,18,1,0,2,4,5,0,19,1,0,1,0,2,0,0.265,0.32,0.368,0.688,Yadiel,Hernández,Hernández,628450
Odubel Herrera,29,0,MLB-NL,Philadelphia,37,144,128,17,35,7,1,4,14,12,0,25,2,0,1,0,3,0,0.273,0.343,0.438,0.78,Odubel,Herrera,Herrera,546318
Jason Heyward,31,0,MLB-NL,Chicago,41,146,134,15,23,6,1,4,13,11,0,36,1,0,0,0,3,0,0.172,0.24,0.321,0.561,Jason,Heyward,Heyward,518792
Aaron Hicks,31,25,MLB-AL,New York,32,126,108,13,21,3,0,4,14,14,0,30,2,0,2,1,0,0,0.194,0.294,0.333,0.627,Aaron,Hicks,Hicks,543305
Kyle Higashioka,31,1,MLB-AL,New York,29,86,76,10,14,4,0,5,9,10,0,24,0,0,0,1,0,0,0.184,0.279,0.434,0.713,Kyle,Higashioka,Higashioka,543309
P.J. Higgins,28,0,MLB-NL,Chicago,7,21,20,1,1,0,0,0,0,1,0,8,0,0,0,1,0,0,0.05,0.095,0.05,0.145,P. J.,Higgins,Higgins,664731
Derek Hill,25,0,MLB-AL,Detroit,5,11,9,1,1,0,0,0,0,2,0,3,0,0,0,1,2,0,0.111,0.273,0.111,0.384,Derek,Hill,Hill,656537
Rich Hill,41,64,MLB-AL,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rich,Hill,Hill,448179
Sam Hilliard,27,33,MLB-NL,Colorado,20,39,37,6,4,0,1,2,4,2,1,19,0,0,0,0,0,0,0.108,0.154,0.324,0.478,Sam,Hilliard,Hilliard,656541
Keston Hiura,24,0,MLB-NL,Milwaukee,37,122,108,9,14,5,1,1,5,8,0,48,4,2,0,2,1,0,0.13,0.217,0.222,0.439,Keston,Hiura,Hiura,669374
Nico Hoerner,24,12,MLB-NL,Chicago,21,84,74,9,25,7,0,0,9,9,2,12,0,0,1,0,3,1,0.338,0.405,0.432,0.837,Nico,Hoerner,Hoerner,663538
Jeff Hoffman,28,11,MLB-NL,Cincinnati,10,13,12,1,2,0,0,0,1,0,0,3,0,1,0,0,0,0,0.167,0.167,0.167,0.333,Jeff,Hoffman,Hoffman,656546
Jordan Holloway,25,22,MLB-NL,Miami,4,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,Jordan,Holloway,Holloway,656548
Clay Holmes,28,25,MLB-NL,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Clay,Holmes,Holmes,605280
Brock Holt,33,0,MLB-AL,Texas,29,94,82,7,20,5,0,1,10,11,0,20,1,0,0,0,2,0,0.244,0.34,0.341,0.682,Brock,Holt,Holt,571788
Rhys Hoskins,28,0,MLB-NL,Philadelphia,58,241,217,33,57,14,0,12,35,20,0,65,3,0,1,2,2,0,0.263,0.332,0.493,0.825,Rhys,Hoskins,Hoskins,656555
Eric Hosmer,31,0,MLB-NL,San Diego,53,216,198,18,54,8,0,5,31,15,1,31,2,0,1,2,4,1,0.273,0.329,0.389,0.718,Eric,Hosmer,Hosmer,543333
Adrian Houser,28,5,MLB-NL,Milwaukee,11,19,18,2,3,0,0,2,2,0,0,14,0,1,0,0,0,0,0.167,0.167,0.5,0.667,Adrian,Houser,Houser,605288
Spencer Howard,24,10,MLB-NL,Philadelphia,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Spencer,Howard,Howard,675921
Tommy Hunter,34,19,MLB-NL,New York,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,Tommy,Hunter,Hunter,488984
Scott Hurst,25,40,MLB-NL,St. Louis,7,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Scott,Hurst,Hurst,656568
Andy Ibáñez,28,19,MLB-AL,Texas,9,23,21,0,3,1,0,0,2,1,0,4,0,0,1,0,0,0,0.143,0.174,0.19,0.364,Andy,Ibáñez,Ibáñez,628451
José Iglesias,31,0,MLB-AL,Los Angeles,46,177,169,21,45,6,0,4,16,6,0,28,2,0,0,1,2,1,0.266,0.299,0.373,0.672,José,Iglesias,Iglesias,578428
Ender Inciarte,30,0,MLB-NL,Atlanta,26,47,40,6,10,1,0,0,5,4,0,10,0,2,1,0,1,0,0.25,0.311,0.275,0.586,Ender,Inciarte,Inciarte,542255
Jonathan India,24,0,MLB-NL,Cincinnati,47,171,142,19,37,4,2,5,24,18,1,34,8,0,3,1,3,1,0.261,0.368,0.423,0.791,Jonathan,India,India,663697
Cole Irvin,27,1,MLB-AL,Oakland,1,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0.5,0.5,1.0,Cole,Irvin,Irvin,608344
Kyle Isbel,24,46,MLB-AL,Kansas City,12,36,34,5,9,0,1,0,3,2,0,15,0,0,0,0,1,0,0.265,0.306,0.324,0.629,Kyle,Isbel,Isbel,664728
Alex Jackson,25,36,MLB-NL,Atlanta,10,28,23,2,1,0,0,0,0,2,1,13,3,0,0,0,0,0,0.043,0.214,0.043,0.258,Alex,Jackson,Jackson,656577
Travis Jankowski,30,0,MLB-NL,Philadelphia,5,6,6,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,0.5,0.5,1.0,Travis,Jankowski,Jankowski,608671
Danny Jansen,26,0,MLB-AL,Toronto,42,122,108,13,17,4,0,3,8,12,0,31,1,1,0,0,0,0,0.157,0.248,0.278,0.526,Danny,Jansen,Jansen,643376
Kenley Jansen,33,20,MLB-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Kenley,Jansen,Jansen,445276
Jon Jay,36,25,MLB-AL,Los Angeles,5,14,14,2,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0.357,0.357,0.357,0.714,Jon,Jay,Jay,445055
Ryan Jeffers,24,0,MLB-AL,Minnesota,15,53,50,6,10,1,1,2,5,3,0,21,0,0,0,0,0,0,0.2,0.245,0.38,0.625,Ryan,Jeffers,Jeffers,680777
Connor Joe,28,7,MLB-NL,Colorado,19,52,43,2,10,2,0,0,4,9,0,12,0,0,0,0,0,0,0.233,0.365,0.279,0.644,Connor,Joe,Joe,656582
Daniel Johnson,25,35,MLB-AL,Cleveland,2,9,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Daniel,Johnson,Johnson,669288
JaCoby Jones,29,14,MLB-AL,Detroit,36,105,100,9,17,2,0,2,9,5,0,42,0,0,0,2,2,2,0.17,0.21,0.25,0.46,JaCoby,Jones,Jones,592444
Nate Jones,35,5,MLB-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Nate,Jones,Jones,518858
Taylor Jones,27,0,MLB-AL,Houston,11,37,34,3,6,1,0,0,3,2,0,11,0,0,1,1,0,0,0.176,0.216,0.206,0.422,Taylor,Jones,Jones,622100
Matt Joyce,36,0,MLB-NL,Philadelphia,31,58,46,5,5,1,0,2,6,10,2,12,1,0,1,1,0,0,0.109,0.276,0.261,0.537,Matt,Joyce,Joyce,459964
Aaron Judge,29,0,MLB-AL,New York,57,236,200,32,59,7,0,14,32,34,1,58,1,0,1,4,0,0,0.295,0.398,0.54,0.938,Aaron,Judge,Judge,592450
Jakob Junis,28,40,MLB-AL,Kansas City,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Jakob,Junis,Junis,596001
James Kaprielian,27,0,MLB-AL,Oakland,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,James,Kaprielian,Kaprielian,621076
Sean Kazmar Jr.,36,32,MLB-NL,Atlanta,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Sean,Kazmar,Jr.,453527
Scott Kazmir,37,2,MLB-NL,San Francisco,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Scott,Kazmir,Kazmir,431148
Jarred Kelenic,21,0,MLB-AL,Seattle,23,92,83,7,8,2,0,2,6,8,0,26,1,0,0,0,3,0,0.096,0.185,0.193,0.378,Jarred,Kelenic,Kelenic,672284
Mitch Keller,25,8,MLB-NL,Pittsburgh,8,13,13,1,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0.154,0.154,0.154,0.308,Mitch,Keller,Keller,656605
Carson Kelly,26,0,MLB-NL,Arizona,41,155,122,19,33,4,0,7,23,25,1,33,4,0,4,2,0,0,0.27,0.4,0.475,0.875,Carson,Kelly,Kelly,608348
Joe Kelly,33,5,MLB-NL,Los Angeles,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Joe,Kelly,Kelly,116950
Merrill Kelly,32,1,MLB-NL,Arizona,12,26,22,0,0,0,0,0,0,1,0,11,0,3,0,0,0,0,0.0,0.043,0.0,0.043,Merrill,Kelly,Kelly,518876
Tony Kemp,29,0,MLB-AL,Oakland,42,118,94,14,27,6,2,2,11,17,0,20,1,3,3,0,3,1,0.287,0.391,0.457,0.849,Tony,Kemp,Kemp,643393
Max Kepler,28,8,MLB-AL,Minnesota,37,152,132,20,28,9,2,5,22,16,1,28,2,0,2,0,5,0,0.212,0.303,0.424,0.727,Max,Kepler,Kepler,596146
Clayton Kershaw,33,1,MLB-NL,Los Angeles,11,19,18,2,4,0,0,0,2,1,0,8,0,0,0,0,0,0,0.222,0.263,0.222,0.485,Clayton,Kershaw,Kershaw,477132
Dallas Keuchel,33,32,MLB-AL,Chicago,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Dallas,Keuchel,Keuchel,572971
Carter Kieboom,23,60,MLB-NL,Washington,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,Carter,Kieboom,Kieboom,666198
Kevin Kiermaier,31,0,MLB-AL,Tampa Bay,41,133,124,19,26,5,1,1,6,8,1,42,1,0,0,1,3,1,0.21,0.263,0.29,0.553,Kevin,Kiermaier,Kiermaier,595281
Yusei Kikuchi,30,26,MLB-AL,Seattle,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Yusei,Kikuchi,Kikuchi,579328
Ha-Seong Kim,25,0,MLB-NL,San Diego,50,156,143,14,29,5,2,3,17,8,0,37,3,0,2,0,5,1,0.203,0.256,0.329,0.585,Ha-Seong,Kim,Kim,673490
Kwang Hyun Kim,32,2,MLB-NL,St. Louis,8,12,12,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.083,0.083,0.083,0.167,Kwang,Hyun,Kim,547942
Craig Kimbrel,33,14,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Craig,Kimbrel,Kimbrel,518886
Isiah Kiner-Falefa,26,0,MLB-AL,Texas,61,258,243,32,69,11,2,5,23,8,0,42,5,1,1,1,10,1,0.284,0.319,0.407,0.726,Isiah,Kiner-Falefa,Kiner-Falefa,643396
Scott Kingery,27,21,MLB-NL,Philadelphia,15,19,19,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0.053,0.053,0.053,0.105,Scott,Kingery,Kingery,664068
Alex Kirilloff,23,0,MLB-AL,Minnesota,28,112,105,13,25,6,0,4,18,6,0,30,0,0,1,0,0,1,0.238,0.277,0.41,0.686,Alex,Kirilloff,Kirilloff,666135
Alejandro Kirk,22,36,MLB-AL,Toronto,17,46,40,7,9,1,0,3,8,5,0,6,1,0,0,1,0,0,0.225,0.326,0.475,0.801,Alejandro,Kirk,Kirk,672386
Patrick Kivlehan,31,21,MLB-NL,San Diego,5,8,4,3,1,0,0,0,2,2,0,3,1,0,1,0,0,0,0.25,0.5,0.25,0.75,Patrick,Kivlehan,Kivlehan,623182
Andrew Knapp,29,5,MLB-NL,Philadelphia,34,88,81,7,13,1,0,1,9,6,0,31,0,0,1,0,0,0,0.16,0.216,0.21,0.426,Andrew,Knapp,Knapp,595284
Andrew Knizner,26,0,MLB-NL,St. Louis,30,85,76,11,16,4,0,0,2,7,1,18,2,0,0,1,0,0,0.211,0.294,0.263,0.557,Andrew,Knizner,Knizner,668800
Jack Kruger,26,31,MLB-AL,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Jack,Kruger,Kruger,667674
Chad Kuhl,28,0,MLB-NL,Pittsburgh,5,8,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Chad,Kuhl,Kuhl,641771
Tommy La Stella,32,35,MLB-NL,San Francisco,25,75,68,8,16,3,1,1,5,6,0,10,0,0,0,0,0,0,0.235,0.297,0.353,0.65,Tommy,La,Stella,600303
Juan Lagares,32,0,MLB-AL,Los Angeles,29,89,86,12,18,6,1,0,10,3,0,21,0,0,0,1,0,0,0.209,0.236,0.302,0.538,Juan,Lagares,Lagares,501571
Ryan LaMarre,32,18,MLB-AL,New York,3,8,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.125,0.0,0.125,Ryan,LaMarre,LaMarre,534606
Jake Lamb,30,0,MLB-AL,Chicago,23,69,58,13,15,2,0,4,7,10,0,18,1,0,0,1,0,0,0.259,0.377,0.5,0.877,Jake,Lamb,Lamb,571875
Dinelson Lamet,28,4,MLB-NL,San Diego,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,Dinelson,Lamet,Lamet,659275
Trevor Larnach,24,0,MLB-AL,Minnesota,25,90,73,9,18,5,0,3,8,13,0,26,4,0,0,0,0,0,0.247,0.389,0.438,0.827,Trevor,Larnach,Larnach,663616
Eric Lauer,26,11,MLB-NL,Milwaukee,4,5,4,1,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0.25,0.25,1.0,1.25,Eric,Lauer,Lauer,641778
Ramon Laureano,26,10,MLB-AL,Oakland,48,205,183,30,47,8,2,11,22,17,0,55,4,0,1,1,8,3,0.257,0.332,0.503,0.834,Ramon,Laureano,Laureano,657656
Khalil Lee,23,8,MLB-NL,New York,11,18,18,2,1,1,0,0,1,0,0,13,0,0,0,0,0,0,0.056,0.056,0.111,0.167,Khalil,Lee,Lee,666137
DJ LeMahieu,32,0,MLB-AL,New York,56,251,221,33,56,6,0,3,14,27,1,45,1,0,2,0,2,0,0.253,0.335,0.321,0.656,DJ,LeMahieu,LeMahieu,518934
