Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Salvador Perez,27,1250,MLB-AL,Kansas City,128,499,471,57,126,24,1,27,80,17,3,95,5,0,5,23,1,0,0.268,0.297,0.495,0.792,Salvador,Perez,Perez,521692
Cameron Perkins,26,1256,MLB-NL,Philadelphia,42,97,88,9,16,5,0,1,8,5,0,23,2,0,2,1,0,0,0.182,0.237,0.273,0.51,Cameron,Perkins,Perkins,573088
Dillon Peters,24,1250,MLB-NL,Miami,6,11,9,1,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0.0,0.0,0.0,0.0,Dillon,Peters,Peters,596071
Jace Peterson,27,1247,MLB-NL,Atlanta,87,215,186,15,40,9,2,2,17,27,3,48,1,1,0,4,3,0,0.215,0.318,0.317,0.635,Jace,Peterson,Peterson,607054
Shane Peterson,29,1317,MLB-AL,Tampa Bay,30,88,79,9,20,5,0,2,11,5,0,21,2,0,1,2,2,0,0.253,0.31,0.392,0.703,Shane,Peterson,Peterson,451089
Tommy Pham,29,1248,MLB-NL,St. Louis,128,530,444,95,136,22,2,23,73,71,0,117,10,2,3,18,25,7,0.306,0.411,0.52,0.931,Tommy,Pham,Pham,502054
Josh Phegley,29,1249,MLB-AL,Oakland,53,161,149,14,30,11,0,3,10,9,0,26,2,0,1,4,0,1,0.201,0.255,0.336,0.59,Josh,Phegley,Phegley,572033
David Phelps,30,1428,MLB-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,David,Phelps,Phelps,475479
Brandon Phillips,36,1248,"MLB-NL,MLB-AL","Atlanta,Los Angeles",144,604,572,81,163,34,1,13,60,21,1,73,8,2,1,21,11,7,0.285,0.319,0.416,0.735,Brandon,Phillips,Phillips,408252
Brett Phillips,23,1247,MLB-NL,Milwaukee,33,98,87,9,24,3,0,4,12,9,2,34,1,1,0,0,5,0,0.276,0.351,0.448,0.799,Brett,Phillips,Phillips,621433
Tyler Pill,27,1349,MLB-NL,New York,3,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tyler,Pill,Pill,543652
Kevin Pillar,28,1251,MLB-AL,Toronto,151,632,587,72,150,37,1,16,42,33,0,95,6,3,3,13,15,6,0.256,0.3,0.404,0.704,Kevin,Pillar,Pillar,607680
Manny Pina,30,1257,MLB-NL,Milwaukee,104,359,330,45,92,21,0,9,43,20,0,79,5,1,3,8,2,0,0.279,0.327,0.424,0.751,Manny,Pina,Pina,444489
Chad Pinder,25,1256,MLB-AL,Oakland,86,309,282,36,67,15,1,15,42,18,0,92,5,0,3,7,2,1,0.238,0.292,0.457,0.75,Chad,Pinder,Pinder,640461
Michael Pineda,28,1396,MLB-AL,New York,2,4,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.333,0.333,0.333,0.667,Michael,Pineda,Pineda,501381
Ricardo Pinto,23,1275,MLB-NL,Philadelphia,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ricardo,Pinto,Pinto,620982
Jose Pirela,27,1261,MLB-NL,San Diego,83,344,312,43,90,25,4,10,40,27,0,71,2,1,2,8,4,2,0.288,0.347,0.49,0.837,Jose,Pirela,Pirela,517369
Stephen Piscotty,26,1248,MLB-NL,St. Louis,106,401,341,40,80,16,1,9,39,52,2,87,5,0,3,11,3,4,0.235,0.342,0.367,0.708,Stephen,Piscotty,Piscotty,572039
Nick Pivetta,24,1247,MLB-NL,Philadelphia,24,48,44,3,3,0,0,0,0,0,0,21,0,4,0,1,0,0,0.068,0.068,0.068,0.136,Nick,Pivetta,Pivetta,601713
Kevin Plawecki,26,1247,MLB-NL,New York,35,118,100,11,26,5,0,3,13,14,2,17,3,0,1,2,1,0,0.26,0.364,0.4,0.764,Kevin,Plawecki,Plawecki,608700
Trevor Plouffe,31,1247,MLB-AL,"Oakland,Tampa Bay",96,313,283,31,56,7,0,9,19,28,2,88,1,0,1,12,1,2,0.198,0.272,0.318,0.59,Trevor,Plouffe,Plouffe,461858
Gregory Polanco,25,1247,MLB-NL,Pittsburgh,108,411,379,39,95,20,0,11,35,27,4,60,3,0,1,5,8,1,0.251,0.305,0.391,0.695,Gregory,Polanco,Polanco,570256
Jorge Polanco,23,1247,MLB-AL,Minnesota,132,544,488,60,125,30,3,13,74,41,1,78,2,7,6,7,13,5,0.256,0.313,0.41,0.723,Jorge,Polanco,Polanco,593871
AJ Pollock,29,1247,MLB-NL,Arizona,112,466,425,73,113,33,6,14,49,35,1,71,6,0,0,8,20,6,0.266,0.33,0.471,0.801,AJ,Pollock,Pollock,572041
Drew Pomeranz,28,1392,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Drew,Pomeranz,Pomeranz,519141
Rick Porcello,28,1256,MLB-AL,Boston,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rick,Porcello,Porcello,519144
Buster Posey,30,1247,MLB-NL,San Francisco,140,568,494,62,158,34,0,12,67,61,13,66,8,0,5,17,6,0,0.32,0.4,0.462,0.861,Buster,Posey,Posey,457763
Boog Powell,24,1262,MLB-AL,"Oakland,Seattle",50,135,117,24,33,5,0,3,12,15,0,30,0,1,2,2,0,0,0.282,0.358,0.402,0.76,Boog,Powell,Powell,120719
Martin Prado,33,1323,MLB-NL,Miami,37,147,140,13,35,9,0,2,12,6,0,22,0,0,1,4,0,0,0.25,0.279,0.357,0.636,Martin,Prado,Prado,445988
Alex Presley,31,1247,MLB-AL,Detroit,70,264,245,30,77,10,3,3,20,15,0,49,0,3,0,5,5,0,0.314,0.354,0.416,0.77,Alex,Presley,Presley,502100
David Price,31,1256,MLB-AL,Boston,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,David,Price,Price,456034
Jurickson Profar,24,1333,MLB-AL,Texas,21,70,58,8,10,2,0,0,5,9,0,14,1,2,0,0,1,1,0.172,0.294,0.207,0.501,Jurickson,Profar,Profar,595777
Austin Pruitt,27,1311,MLB-AL,Tampa Bay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Austin,Pruitt,Pruitt,643493
Cesar Puello,26,1247,MLB-AL,"Tampa Bay,Los Angeles",15,39,34,6,7,0,0,0,3,4,0,12,1,0,0,2,2,0,0.206,0.308,0.206,0.514,Cesar,Puello,Puello,527049
Yasiel Puig,26,1247,MLB-NL,Los Angeles,151,570,499,72,131,24,2,28,74,64,8,100,2,0,5,21,15,5,0.263,0.346,0.487,0.833,Yasiel,Puig,Puig,624577
Albert Pujols,37,1247,MLB-AL,Los Angeles,149,636,593,53,143,17,0,23,101,37,5,93,2,0,4,26,3,0,0.241,0.286,0.386,0.672,Albert,Pujols,Pujols,405395
Kevin Quackenbush,28,1321,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Kevin,Quackenbush,Quackenbush,534812
Jose Quintana,28,1249,"MLB-AL,MLB-NL",Chicago,15,33,25,2,2,0,0,0,4,1,0,17,0,6,1,0,0,0,0.08,0.111,0.08,0.191,Jose,Quintana,Quintana,500779
Ryan Raburn,36,1318,MLB-NL,Washington,25,69,65,7,17,1,2,2,6,4,0,25,0,0,0,1,0,1,0.262,0.304,0.431,0.735,Ryan,Raburn,Raburn,430605
Erasmo Ramirez,27,1286,MLB-AL,Seattle,1,3,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.333,Erasmo,Ramirez,Ramirez,285063
Hanley Ramirez,33,1248,MLB-AL,Boston,132,553,496,58,120,24,0,23,62,51,8,116,6,0,0,15,1,2,0.242,0.32,0.429,0.75,Hanley,Ramirez,Ramirez,434670
JC Ramirez,28,1374,MLB-AL,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,JC,Ramirez,Ramirez,500724
Jose Ramirez,24,1247,MLB-AL,Cleveland,152,645,585,107,186,56,6,29,83,52,5,69,3,0,5,13,17,5,0.318,0.374,0.583,0.957,Jose,Ramirez,Ramirez,542432
Neil Ramirez,28,1357,MLB-NL,New York,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Neil,Ramirez,Ramirez,519166
Edubray Ramos,24,1287,MLB-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Edubray,Ramos,Ramos,591693
Wilson Ramos,29,1248,MLB-AL,Tampa Bay,62,224,208,19,54,6,0,11,35,10,2,36,0,0,3,11,0,0,0.26,0.29,0.447,0.737,Wilson,Ramos,Ramos,467092
Colby Rasmus,30,1352,MLB-AL,Tampa Bay,37,129,121,17,34,7,1,9,23,7,2,45,0,0,1,1,1,0,0.281,0.318,0.579,0.896,Colby,Rasmus,Rasmus,458675
Josh Ravin,29,1287,MLB-NL,Los Angeles,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Josh,Ravin,Ravin,502051
Robbie Ray,25,1252,MLB-NL,Arizona,26,61,53,5,13,2,0,0,2,3,0,23,0,5,0,0,0,0,0.245,0.286,0.283,0.569,Robbie,Ray,Ray,592662
Raudy Read,23,1250,MLB-NL,Washington,8,11,11,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0.273,0.273,0.273,0.545,Raudy,Read,Read,600466
J.T. Realmuto,26,1247,MLB-NL,Miami,141,579,532,68,148,31,5,17,65,36,4,106,8,0,3,13,8,2,0.278,0.332,0.451,0.783,J.T.,Realmuto,Realmuto,592663
Anthony Recker,33,1412,MLB-NL,Atlanta,4,7,7,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.143,0.143,0.143,0.286,Anthony,Recker,Recker,489232
Josh Reddick,30,1254,MLB-AL,Houston,132,540,477,77,150,34,4,13,82,43,1,72,0,1,12,9,7,2,0.314,0.363,0.484,0.847,Josh,Reddick,Reddick,502210
AJ Reed,24,1306,MLB-AL,Houston,2,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,AJ,Reed,Reed,607223
Cody Reed,24,1398,MLB-NL,Cincinnati,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Cody,Reed,Reed,642003
Rob Refsnyder,26,1247,MLB-AL,"Toronto,New York",46,98,88,8,15,2,1,0,0,8,1,17,1,0,0,2,4,1,0.17,0.247,0.216,0.463,Rob,Refsnyder,Refsnyder,608701
Jack Reinheimer,24,1307,MLB-NL,Arizona,2,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jack,Reinheimer,Reinheimer,595373
Anthony Rendon,27,1247,MLB-NL,Washington,146,605,508,81,153,41,1,25,100,84,6,82,7,0,6,7,7,2,0.301,0.403,0.533,0.937,Anthony,Rendon,Rendon,543685
Hunter Renfroe,25,1247,MLB-NL,San Diego,121,479,445,51,103,25,1,26,58,27,1,140,6,0,1,4,3,0,0.231,0.284,0.467,0.751,Hunter,Renfroe,Renfroe,592669
Ben Revere,29,1247,MLB-AL,Los Angeles,107,308,291,37,80,13,2,1,20,15,0,25,0,0,2,7,21,5,0.275,0.308,0.344,0.652,Ben,Revere,Revere,519184
Jose Reyes,34,1248,MLB-NL,New York,143,561,501,75,123,25,7,15,58,50,1,79,2,5,3,3,24,6,0.246,0.315,0.413,0.728,Jose,Reyes,Reyes,431170
Mark Reynolds,33,1248,MLB-NL,Colorado,147,593,520,82,139,22,1,30,97,69,0,175,1,0,3,12,2,1,0.267,0.352,0.487,0.839,Mark,Reynolds,Reynolds,448602
Matt Reynolds,26,1247,MLB-NL,New York,65,130,113,12,26,1,2,1,5,14,1,37,2,1,0,2,0,1,0.23,0.326,0.301,0.626,Matt,Reynolds,Reynolds,519186
Clayton Richard,33,1251,MLB-NL,San Diego,31,68,57,2,7,1,0,1,4,1,0,31,2,8,0,0,0,0,0.123,0.167,0.193,0.36,Clayton,Richard,Richard,453385
Joey Rickard,26,1247,MLB-AL,Baltimore,101,277,261,29,63,15,0,4,19,9,0,63,4,2,1,6,8,1,0.241,0.276,0.345,0.621,Joey,Rickard,Rickard,572073
JT Riddle,25,1321,MLB-NL,Miami,68,247,228,20,57,13,1,3,31,12,2,50,0,2,5,6,0,1,0.25,0.282,0.355,0.637,JT,Riddle,Riddle,595375
Yacksel Rios,24,1279,MLB-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Yacksel,Rios,Rios,605441
Rene Rivera,33,1248,MLB-NL,"New York,Chicago",70,237,218,23,55,9,0,10,35,14,3,70,3,1,1,4,0,1,0.252,0.305,0.431,0.736,Rene,Rivera,Rivera,425784
T.J. Rivera,28,1314,MLB-NL,New York,72,231,214,27,62,13,1,5,27,9,0,32,5,1,2,4,1,0,0.29,0.33,0.43,0.76,T.J.,Rivera,Rivera,608061
Yadiel Rivera,25,1334,MLB-NL,Milwaukee,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Yadiel,Rivera,Rivera,592680
Anthony Rizzo,27,1247,MLB-NL,Chicago,157,691,572,99,156,32,3,32,109,91,11,90,24,0,4,21,10,4,0.273,0.392,0.507,0.899,Anthony,Rizzo,Rizzo,519203
Tanner Roark,30,1251,MLB-NL,Washington,29,63,55,1,5,1,0,0,0,1,0,22,0,7,0,1,0,0,0.091,0.107,0.109,0.216,Tanner,Roark,Roark,543699
Daniel Robertson,31,1345,MLB-AL,Cleveland,31,88,80,9,18,4,1,1,7,7,1,3,0,1,0,6,0,1,0.225,0.287,0.338,0.625,Daniel,Robertson,Robertson,621002
Daniel Robertson,23,1247,MLB-AL,Tampa Bay,71,254,218,22,45,7,2,5,19,29,0,73,4,1,2,5,1,1,0.206,0.308,0.326,0.634,Daniel,Robertson,Robertson,621002
Drew Robinson,25,1247,MLB-AL,Texas,47,121,107,11,24,5,0,6,13,14,0,42,0,0,0,2,0,2,0.224,0.314,0.439,0.753,Drew,Robinson,Robinson,592685
Shane Robinson,32,1247,MLB-AL,Los Angeles,18,35,31,7,6,0,0,0,1,3,0,5,0,0,1,1,2,0,0.194,0.257,0.194,0.451,Shane,Robinson,Robinson,453203
Hansel Robles,26,1395,MLB-NL,New York,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,Hansel,Robles,Robles,570663
Victor Robles,20,1247,MLB-NL,Washington,11,27,24,2,6,1,2,0,4,0,0,6,2,1,0,2,0,1,0.25,0.308,0.458,0.766,Victor,Robles,Robles,645302
Carlos Rodon,24,1293,MLB-AL,Chicago,3,7,6,0,2,1,0,0,2,0,0,2,0,1,0,0,0,0,0.333,0.333,0.5,0.833,Carlos,Rodon,Rodon,607074
Eduardo Rodriguez,24,1255,MLB-AL,Boston,3,7,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Eduardo,Rodriguez,Rodriguez,593958
Joely Rodriguez,25,1382,MLB-NL,Philadelphia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Joely,Rodriguez,Rodriguez,570257
Sean Rodriguez,32,1247,MLB-NL,"Atlanta,Pittsburgh",50,153,132,18,22,2,0,5,8,16,1,57,4,1,0,3,1,0,0.167,0.276,0.295,0.572,Sean,Rodriguez,Rodriguez,446481
Miguel Rojas,28,1247,MLB-NL,Miami,82,306,272,37,79,16,2,1,26,27,5,32,4,1,2,6,2,1,0.29,0.361,0.375,0.736,Miguel,Rojas,Rojas,500743
Sal Romano,23,1250,MLB-NL,Cincinnati,15,30,24,0,1,1,0,0,0,1,0,15,0,5,0,1,0,0,0.042,0.08,0.083,0.163,Sal,Romano,Romano,607219
Enny Romero,26,1423,MLB-NL,Washington,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Enny,Romero,Romero,544836
Andrew Romine,31,1247,MLB-AL,Detroit,111,348,318,45,74,17,2,4,25,22,0,67,4,2,2,7,6,4,0.233,0.289,0.336,0.625,Andrew,Romine,Romine,461865
Austin Romine,28,1247,MLB-AL,New York,74,252,229,19,50,9,1,2,21,16,0,57,2,2,3,7,0,0,0.218,0.272,0.293,0.565,Austin,Romine,Romine,519222
Hector Rondon,29,1249,MLB-NL,Chicago,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Hector,Rondon,Rondon,444468
Adam Rosales,34,1247,"MLB-AL,MLB-NL","Oakland,Arizona",98,312,289,25,65,16,0,7,36,11,1,100,4,4,4,6,1,1,0.225,0.26,0.353,0.613,Adam,Rosales,Rosales,489267
Alberto Rosario,30,1247,MLB-NL,St. Louis,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Alberto,Rosario,Rosario,451705
Amed Rosario,21,1247,MLB-NL,New York,46,170,165,16,41,4,4,4,10,3,0,49,2,0,0,3,7,3,0.248,0.271,0.394,0.665,Amed,Rosario,Rosario,642708
Eddie Rosario,25,1247,MLB-AL,Minnesota,145,589,542,79,157,33,2,27,78,35,1,106,0,4,8,10,9,8,0.29,0.328,0.507,0.836,Eddie,Rosario,Rosario,592696
Joe Ross,24,1331,MLB-NL,Washington,19,37,33,1,6,2,0,0,1,1,0,16,0,3,0,1,0,0,0.182,0.206,0.242,0.448,Joe,Ross,Ross,605452
Ryan Rua,27,1247,MLB-AL,Texas,54,144,129,17,28,6,0,3,12,14,0,52,0,1,0,3,2,1,0.217,0.294,0.333,0.627,Ryan,Rua,Rua,607387
Justin Ruggiano,35,1371,MLB-NL,San Francisco,19,63,60,2,13,1,0,2,4,1,0,17,1,0,1,0,1,1,0.217,0.238,0.333,0.571,Justin,Ruggiano,Ruggiano,448605
Carlos Ruiz,38,1248,MLB-AL,Seattle,50,145,125,14,27,8,0,3,11,14,0,38,4,1,1,4,1,0,0.216,0.313,0.352,0.665,Carlos,Ruiz,Ruiz,434563
Rio Ruiz,23,1247,MLB-NL,Atlanta,52,173,150,22,29,5,0,4,19,19,1,41,1,0,3,4,1,0,0.193,0.283,0.307,0.59,Rio,Ruiz,Ruiz,547004
Cameron Rupp,28,1248,MLB-NL,Philadelphia,88,331,295,35,64,17,0,14,34,34,3,114,1,0,1,5,1,0,0.217,0.299,0.417,0.716,Cameron,Rupp,Rupp,519237
Chris Rusin,30,1264,MLB-NL,Colorado,9,10,9,1,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0.333,0.333,0.333,0.667,Chris,Rusin,Rusin,543734
Addison Russell,23,1247,MLB-NL,Chicago,105,385,352,52,84,21,3,12,43,29,5,91,4,0,0,5,2,0,0.239,0.304,0.418,0.722,Addison,Russell,Russell,608365
Josh Rutledge,28,1349,MLB-AL,Boston,34,118,107,10,24,2,1,0,9,9,0,31,2,0,0,1,1,0,0.224,0.297,0.262,0.558,Josh,Rutledge,Rutledge,592710
Hyun Jin Ryu,30,1261,MLB-NL,Los Angeles,21,38,30,3,4,1,0,0,0,3,0,18,1,4,0,0,0,0,0.133,0.235,0.167,0.402,Hyun,Jin,Ryu,547943
CC Sabathia,36,1392,MLB-AL,New York,2,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0.25,CC,Sabathia,Sabathia,282332
Tyler Saladino,27,1247,MLB-AL,Chicago,77,281,253,23,45,9,2,0,10,23,0,67,3,2,0,5,5,4,0.178,0.254,0.229,0.484,Tyler,Saladino,Saladino,573135
Fernando Salas,32,1345,MLB-NL,New York,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,Fernando,Salas,Salas,477569
Chris Sale,28,1355,MLB-AL,Boston,1,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.667,1.0,Chris,Sale,Sale,519242
Jarrod Saltalamacchia,32,1404,MLB-AL,Toronto,9,26,25,1,1,0,0,0,0,1,0,16,0,0,0,0,0,0,0.04,0.077,0.04,0.117,Jarrod,Saltalamacchia,Saltalamacchia,457454
Jeff Samardzija,32,1251,MLB-NL,San Francisco,32,67,64,3,6,2,0,1,2,0,0,25,0,3,0,0,0,0,0.094,0.094,0.172,0.266,Jeff,Samardzija,Samardzija,502188
Adrian Sanchez,26,1247,MLB-NL,Washington,32,75,71,6,19,7,0,0,11,1,0,25,1,2,0,2,0,1,0.268,0.288,0.366,0.654,Adrian,Sanchez,Sanchez,506703
Angel Sanchez,27,1247,MLB-NL,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Angel,Sanchez,Sanchez,447816
Anibal Sanchez,33,1346,MLB-AL,Detroit,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Anibal,Sanchez,Sanchez,434671
Gary Sanchez,24,1248,MLB-AL,New York,122,525,471,79,131,20,0,33,90,40,1,120,10,0,4,9,2,1,0.278,0.345,0.531,0.876,Gary,Sanchez,Sanchez,596142
Hector Sanchez,27,1247,MLB-NL,San Diego,74,143,137,14,30,4,0,8,25,5,1,41,0,0,1,4,0,0,0.219,0.245,0.423,0.668,Hector,Sanchez,Sanchez,516949
Tony Sanchez,29,1276,MLB-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tony,Sanchez,Sanchez,506997
Yolmer Sanchez,25,1247,MLB-AL,Chicago,141,534,484,63,129,19,8,12,59,35,2,111,4,7,4,10,8,7,0.267,0.319,0.413,0.732,Yolmer,Sanchez,Sanchez,570560
Pablo Sandoval,30,1247,"MLB-NL,MLB-AL","San Francisco,Boston",77,279,259,27,57,11,0,9,32,16,0,53,1,0,3,11,0,1,0.22,0.265,0.367,0.632,Pablo,Sandoval,Sandoval,467055
Miguel Sano,24,1247,MLB-AL,Minnesota,114,483,424,75,112,15,2,28,77,54,5,173,4,0,1,12,0,0,0.264,0.352,0.507,0.859,Miguel,Sano,Sano,593934
Carlos Santana,31,1247,MLB-AL,Cleveland,154,667,571,90,148,37,3,23,79,88,6,94,6,0,2,11,5,0,0.259,0.363,0.455,0.818,Carlos,Santana,Santana,467793
Danny Santana,26,1292,"MLB-NL,MLB-AL","Atlanta,Minnesota",78,178,168,19,34,10,2,4,23,8,1,41,1,1,0,3,7,0,0.202,0.243,0.357,0.6,Danny,Santana,Santana,542454
Domingo Santana,24,1248,MLB-NL,Milwaukee,150,607,525,88,146,29,0,30,85,73,2,178,6,0,3,12,15,4,0.278,0.371,0.505,0.875,Domingo,Santana,Santana,570267
Ervin Santana,34,1307,MLB-AL,Minnesota,3,10,10,3,2,1,0,0,5,0,0,3,0,0,0,0,0,0,0.2,0.2,0.3,0.5,Ervin,Santana,Santana,429722
Anthony Santander,22,1248,MLB-AL,Baltimore,13,31,30,1,8,3,0,0,2,0,0,8,0,0,1,0,0,0,0.267,0.258,0.367,0.625,Anthony,Santander,Santander,623993
Luis Sardinas,24,1381,MLB-NL,San Diego,28,53,49,3,8,0,0,0,1,4,0,11,0,0,0,1,1,0,0.163,0.226,0.163,0.39,Luis,Sardinas,Sardinas,596143
Michael Saunders,30,1247,"MLB-NL,MLB-AL","Philadelphia,Toronto",72,234,218,26,44,9,2,6,21,15,2,55,1,0,0,2,0,1,0.202,0.256,0.344,0.6,Michael,Saunders,Saunders,459431
Rob Scahill,30,1391,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Rob,Scahill,Scahill,543746
Scott Schebler,26,1247,MLB-NL,Cincinnati,141,531,473,63,110,25,2,30,67,39,5,125,14,0,5,7,5,3,0.233,0.307,0.484,0.791,Scott,Schebler,Schebler,594988
Max Scherzer,32,1248,MLB-NL,Washington,30,72,62,4,10,0,0,1,5,4,0,16,0,6,0,0,0,0,0.161,0.212,0.21,0.422,Max,Scherzer,Scherzer,453286
Ryan Schimpf,29,1362,MLB-NL,San Diego,53,197,165,24,26,2,0,14,25,27,0,70,3,0,2,0,0,0,0.158,0.284,0.424,0.709,Ryan,Schimpf,Schimpf,572114
Jonathan Schoop,25,1247,MLB-AL,Baltimore,160,675,622,92,182,35,0,32,105,35,0,142,11,0,7,20,1,0,0.293,0.338,0.503,0.841,Jonathan,Schoop,Schoop,570731
A.J. Schugel,28,1289,MLB-NL,Pittsburgh,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,A.J.,Schugel,Schugel,519263
Kyle Schwarber,24,1247,MLB-NL,Chicago,129,486,422,67,89,16,1,30,59,59,1,150,5,0,0,6,1,1,0.211,0.315,0.467,0.782,Kyle,Schwarber,Schwarber,656941
Corey Seager,23,1247,MLB-NL,Los Angeles,145,613,539,85,159,33,0,22,77,67,5,131,4,0,3,14,4,2,0.295,0.375,0.479,0.854,Corey,Seager,Seager,608369
Kyle Seager,29,1247,MLB-AL,Seattle,154,650,578,72,144,33,1,27,88,58,6,110,8,0,6,6,2,1,0.249,0.323,0.45,0.773,Kyle,Seager,Seager,572122
Rob Segedin,28,1247,MLB-NL,Los Angeles,10,20,20,3,4,2,0,0,1,0,0,7,0,0,0,0,0,0,0.2,0.2,0.3,0.5,Rob,Segedin,Segedin,574847
Jean Segura,27,1249,MLB-AL,Seattle,125,566,524,80,157,30,2,11,45,34,3,83,6,0,1,14,22,7,0.3,0.349,0.427,0.776,Jean,Segura,Segura,516416
Steve Selsky,27,1408,MLB-AL,Boston,7,9,9,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0.111,0.111,0.222,0.333,Steve,Selsky,Selsky,592731
Marcus Semien,26,1247,MLB-AL,Oakland,85,386,342,53,85,19,1,10,40,38,0,85,2,1,3,3,12,1,0.249,0.325,0.398,0.722,Marcus,Semien,Semien,543760
Antonio Senzatela,22,1273,MLB-NL,Colorado,20,39,32,1,4,1,0,0,5,0,0,20,0,7,0,0,0,0,0.125,0.125,0.156,0.281,Antonio,Senzatela,Senzatela,622608
Luis Severino,23,1292,MLB-AL,New York,2,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,Luis,Severino,Severino,622663
Pedro Severino,23,1251,MLB-NL,Washington,16,31,29,0,5,1,0,0,3,2,1,10,0,0,0,0,0,0,0.172,0.226,0.207,0.433,Pedro,Severino,Severino,600474
Paul Sewald,27,1376,MLB-NL,New York,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Paul,Sewald,Sewald,623149
Kevin Shackelford,28,1265,MLB-NL,Cincinnati,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,Kevin,Shackelford,Shackelford,594992
Travis Shaw,27,1248,MLB-NL,Milwaukee,144,606,538,84,147,34,1,31,101,60,6,138,4,1,3,20,10,0,0.273,0.349,0.513,0.862,Travis,Shaw,Shaw,543768
Braden Shipley,25,1251,MLB-NL,Arizona,3,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Braden,Shipley,Shipley,640463
